,,,Frontiers in Cardiovascular Medicine,3,,,,,,,,Frontiers in Plant Science,2,,,,,,,,University of Reading,2,,,,,,,,,,,,,,Science Foundation Ireland,1,,,,,,,,Sheng Miao,1,,,,,,,,Gadjah Mada University,1,,,,,,,,Lithuania,2,,Information Visualization,6,,Sunday Adewale Olaleye,2,,,,,,,,Modeling and Control of Traffic Flow Systems,2,,Dalian University of Technology,4,,,,
,,,ISPRS International Journal of Geo-Information,3,,,,,,,,SoftwareX,2,,,,,,,,Victoria University,2,,,,,,,,,,,,,,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,1,,,,,,,,Yu-Sheng Su,1,,,,,,,,"ITB Journal Publisher, LPPM ITB",1,,,,,,,,Luxembourg,2,,Interactive Visualization,6,,Éric Ballot,2,,,,,,,,Human Interaction with Automation Systems,2,,King Saud University,4,,,,
,,,SSRN Electronic Journal,3,,,,,,,,Frontiers in Cellular and Infection Microbiology,2,,,,,,,,National Yunlin University of Science and Technology,2,,,,,,,,,,,,,,Monash University,1,,,,,,,,Xudong Zhao,1,,,,,,,,Muhammadiyah University Purwokerto,1,,,,,,,,Morocco,2,,Knowledge Management,6,,David Chavalarias,2,,,,,,,,Demand Response in Smart Grids,2,,Chengdu University of Technology,4,,,,
,,,E3S Web of Conferences,3,,,,,,,,Frontiers in Medicine,2,,,,,,,,Cardiff University,2,,,,,,,,,,,,,,Queensland University of Technology,1,,,,,,,,Marion Maisonobe,1,,,,,,,,IlmuKomputer.Com,1,,,,,,,,Romania,2,,Leverage (statistics),6,,Bernard Grabot,2,,,,,,,,Precision Agriculture Technologies,2,,Universidad de Cádiz,4,,,,
,,,Humanities and Social Sciences Communications,3,,,,,,,,Frontiers in Endocrinology,2,,,,,,,,Fuzhou University,2,,,,,,,,,,,,,,Vrije Universiteit Amsterdam,1,,,,,,,,Rodrigo Nogueira Vasconcelos,1,,,,,,,,South African Institute of Computer Scientists and Information Technologists,1,,,,,,,,Slovakia,2,,Medical Image Analysis,6,,Emília Gómez,2,,,,,,,,Workflow Mining and Business Process Management,2,,Key Laboratory of Guangdong Province,4,,,,
,,,Business Ethics and Leadership,3,,,,,,,,Publications,2,,,,,,,,Universidad de Málaga,2,,,,,,,,,,,,,,Fonds National de la Recherche Luxembourg,1,,,,,,,,Тетяна Доценко,1,,,,,,,,American Library Association,1,,,,,,,,Bulgaria,1,,Open research,6,,Harris Papageorgiou,2,,,,,,,,Gamification in Education and Learning,2,,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,4,,,,
,,,Cuadernos de Gestión,3,,,,,,,,Land,2,,,,,,,,Beihang University,2,,,,,,,,,,,,,,Russian Foundation for Basic Research,1,,,,,,,,Xuefei Hong,1,,,,,,,,American Economic Association,1,,,,,,,,Algeria,1,,Responsibility in AI,6,,Muhammet Damar,2,,,,,,,,Community Resilience to Natural Disasters,2,,State Council of the People's Republic of China,4,,,,
,,,Qatar University QSpace (Qatar University),3,,,,,,,,International Journal of Interactive Multimedia and Artificial Intelligence,2,,,,,,,,Universidade Lusófona,2,,,,,,,,,,,,,,Ulsan National Institute of Science and Technology,1,,,,,,,,Emilio Abad-Segura,1,,,,,,,,"Cureus, Inc.",1,,,,,,,,Estonia,1,,Smart City,6,,Giang Hai Ha,2,,,,,,,,Volunteered Geographic Information and Geospatial Crowdsourcing,2,,Institut des Sciences Humaines et Sociales,4,,,,
,,,UCL Discovery (University College London),3,,,,,,,,JMIR mhealth and uhealth,2,,,,,,,,University of Amsterdam,2,,,,,,,,,,,,,,Chalmers Tekniska Högskola,1,,,,,,,,Yaqian Tan,1,,,,,,,,Linköping University Electronic Press,1,,,,,,,,Ethiopia,1,,Software Defect Prediction,6,,Gollam Rabby,2,,,,,,,,Reliability Engineering and Maintenance Optimization,2,,Qingdao University of Technology,4,,,,
,,,Repositório Institucional do ISCTE-IUL (ISCTE-IUL),3,,,,,,,,Informatics in Education,2,,,,,,,,Aalborg University,2,,,,,,,,,,,,,,Collegio Carlo Alberto,1,,,,,,,,Haoran Xie,1,,,,,,,,Wyższa Szkoła Biznesu – National-Louis University,1,,,,,,,,Israel,1,,Textual Data,6,,Amit K. Shukla,2,,,,,,,,User Experience and Design Research in HCI,2,,University College London,4,,,,
,,,FedUni ResearchOnline (Federation University Australia),3,,,,,,,,Journal of Data and Information Science,2,,,,,,,,South China University of Technology,2,,,,,,,,,,,,,,Universidad Complutense de Madrid,1,,,,,,,,Massimo Warglien,1,,,,,,,,Printing House The Managers of Quality and Production Association,1,,,,,,,,Iraq,1,,Urban Analysis,6,,Francesco Costantino,2,,,,,,,,Security Challenges in Smart Grid Systems,2,,Fraunhofer Society,4,,,,
,,,Warwick Research Archive Portal (University of Warwick),3,,,,,,,,International Journal of Financial Studies,2,,,,,,,,Delft University of Technology,2,,,,,,,,,,,,,,"Research Grants Council, University Grants Committee",1,,,,,,,,Ross Gruetzemacher,1,,,,,,,,Inderscience Publishers,1,,,,,,,,Lebanon,1,,Word Representation,6,,Duncan McFarlane,2,,,,,,,,Global Flood Risk Assessment and Management,2,,Monash University,4,,,,
,,,Springer Link (Chiba Institute of Technology),3,,,,,,,,Journal of King Saud University - Computer and Information Sciences,2,,,,,,,,University of Oulu,2,,,,,,,,,,,,,,Deutsches Zentrum für Luft- und Raumfahrt,1,,,,,,,,Jane Payumo,1,,,,,,,,Verlag der Technischen Universität Graz,1,,,,,,,,Latvia,1,,Bridge (graph theory),5,,Chiehyeon Lim,2,,,,,,,,Mapping Forests with Lidar Remote Sensing,2,,Universitat Politècnica de València,4,,,,
,,,Aberdeen University Research Archive (Aberdeen University),3,,,,,,,,The Journal of Supercomputing,2,,,,,,,,Tsinghua University,2,,,,,,,,,,,,,,Technologická Agentura České Republiky,1,,,,,,,,Milad Haghani,1,,,,,,,,UTS ePRESS,1,,,,,,,,Mali,1,,Chatbots,5,,Michael Färber,2,,,,,,,,Characterization and Detection of Android Malware,2,,University of Portsmouth,4,,,,
,,,Open Research Online (The Open University),3,,,,,,,,Future Internet,2,,,,,,,,Chandigarh University,1,,,,,,,,,,,,,,Association Nationale de la Recherche et de la Technologie,1,,,,,,,,Diego Reforgiato Recupero,1,,,,,,,,Universidad del Pacifico,1,,,,,,,,Macao,1,,Circular Economy,5,,Philipp Mayr,2,,,,,,,,Econophysics: Complexity in Financial Markets,2,,Zhejiang University,4,,,,
,,,Duo Research Archive (University of Oslo),3,,,,,,,,Social Sciences,2,,,,,,,,South China Agricultural University,1,,,,,,,,,,,,,,Stiftelsen för Kunskaps- och Kompetensutveckling,1,,,,,,,,Cong Feng,1,,,,,,,,Çankırı Karatekin University,1,,,,,,,,Malawi,1,,Citation impact,5,,Wilson Tam,2,,,,,,,,Acupuncture Mechanisms and Clinical Applications,2,,University of Brescia,4,,,,
,,,VBN Forskningsportal (Aalborg Universitet),3,,,,,,,,Internet of Things,2,,,,,,,,Linköping University,1,,,,,,,,,,,,,,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,1,,,,,,,,Qian Zhang,1,,,,,,,,Anadolu University,1,,,,,,,,Nepal,1,,Computational Research,5,,Caroline Fry,2,,,,,,,,Indoor Air Pollution in Developing Countries,2,,Universidade Lusófona,4,,,,
,,,Communities in ADDI (University of the Basque Country),3,,,,,,,,Journal of Health Sciences and Medicine,2,,,,,,,,"Rutgers, The State University of New Jersey",1,,,,,,,,,,,,,,"Ministero dell’Istruzione, dell’Università e della Ricerca",1,,,,,,,,Huaping Gong,1,,,,,,,,Istanbul University,1,,,,,,,,Oman,1,,Computational Text Analysis,5,,G. Ruocco,2,,,,,,,,Automated Pavement Inspection and Maintenance,2,,South China University of Technology,4,,,,
,,,CentAUR (University of Reading),3,,,,,,,,Machine Learning with Applications,2,,,,,,,,Xihua University,1,,,,,,,,,,,,,,Beijing University of Technology,1,,,,,,,,Jeongseob Kim,1,,,,,,,,Sakarya University,1,,,,,,,,Papua New Guinea,1,,Data Science,5,,Marcello M. Mariani,2,,,,,,,,Maritime Transportation Safety and Risk Analysis,2,,University of Sheffield,4,,,,
,,,Research Square (Research Square),3,,,,,,,,International Journal of Online and Biomedical Engineering (iJOE),2,,,,,,,,Human Sciences Research Council,1,,,,,,,,,,,,,,General Secretariat for Research and Technology,1,,,,,,,,Zhiqing He,1,,,,,,,,Süleyman Demirel University,1,,,,,,,,Philippines,1,,Financial Innovation,5,,Albert P.C. Chan,2,,,,,,,,Handling Imbalanced Data in Classification Problems,2,,Delft University of Technology,4,,,,
,,,Repository@Nottingham (University of Nottingham),3,,,,,,,,International Journal of Data and Network Science,2,,,,,,,,Università Cattolica del Sacro Cuore,1,,,,,,,,,,,,,,Universitat de València,1,,,,,,,,Ying Tang,1,,,,,,,,International Journal of Assessment Tools in Education,1,,,,,,,,,,,Knowledge graph,5,,Jo�ão Reis,2,,,,,,,,Digital Epidemiology and Disease Surveillance,2,,University College Dublin,3,,,,
,,,DR-NTU (Nanyang Technological University),3,,,,,,,,Information,2,,,,,,,,Universidad de Santiago de Chile,1,,,,,,,,,,,,,,"Ministry of Science, ICT and Future Planning",1,,,,,,,,Catarina Moreira,1,,,,,,,,Now Publishers,1,,,,,,,,,,,Knowledge Graph Embedding,5,,Krishna Prasad K,2,,,,,,,,Knowledge Sharing in Virtual Communities,2,,Tulane University,3,,,,
,,,BCU Open Access Repository (Birmingham City University),3,,,,,,,,Machines,2,,,,,,,,Dartmouth College,1,,,,,,,,,,,,,,Korea Railroad Research Institute,1,,,,,,,,Milkyas Hailu,1,,,,,,,,Utrecht University Library Open Access Journals (Publishing Services),1,,,,,,,,,,,Mainstream,5,,Federico Mastroleo,2,,,,,,,,Challenges and Opportunities in Translational Research,2,,Jiangsu University,3,,,,
,,,White Rose Research Online (University of Leeds),3,,,,,,,,Journal of Open Innovation Technology Market and Complexity,2,,,,,,,,Universitat Jaume I,1,,,,,,,,,,,,,,KU Leuven,1,,,,,,,,Paula Cruz,1,,,,,,,,National University of Colombia,1,,,,,,,,,,,Natural Language Processing,5,,Néstor Montalván-Burbano,2,,,,,,,,The Impact of Sharing Economy on Consumption,2,,National Research University Higher School of Economics,3,,,,
,,,International Journal of Production Research,3,,,,,,,,Data,2,,,,,,,,Lovely Professional University,1,,,,,,,,,,,,,,King Abdulaziz University,1,,,,,,,,Chenghua Tian,1,,,,,,,,West Asia Organization for Cancer Prevention,1,,,,,,,,,,,Open Science,5,,P. S. Aithal,2,,,,,,,,Cybercrime and Dark Web Activities,2,,École Nationale d'Ingénieurs de Tarbes,3,,,,
,,,Research in International Business and Finance,3,,,,,,,,Yearbook of Medical Informatics,2,,,,,,,,Hebei Medical University,1,,,,,,,,,,,,,,Gottfried Wilhelm Leibniz Universität Hannover,1,,,,,,,,Marina Dabić,1,,,,,,,,Iran University of Medical Sciences,1,,,,,,,,,,,Predictive Analytics,5,,Caroline S. Wagner,2,,,,,,,,Application of Fuzzy Cognitive Maps in Modeling,2,,Leiden University,3,,,,
,,,Frontiers in Psychiatry,3,,,,,,,,Deleted Journal,2,,,,,,,,Jiangnan University,1,,,,,,,,,,,,,,Narodowym Centrum Nauki,1,,,,,,,,P. Racca,1,,,,,,,,World Scientific,1,,,,,,,,,,,Robustness,5,,Michael E. Rose,2,,,,,,,,Impact of Green Bonds on Climate Finance,2,,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,3,,,,
,,,Journal of Business Research,3,,,,,,,,Frontiers in Physiology,2,,,,,,,,Leuphana University of Lüneburg,1,,,,,,,,,,,,,,Universiti Kebangsaan Malaysia,1,,,,,,,,Katja Weimer,1,,,,,,,,Routledge,1,,,,,,,,,,,Security Analysis,5,,Nuno Mel�ão,2,,,,,,,,Expert Finding in Online Communities,2,,Birmingham City University,3,,,,
,,,Quality & Quantity,2,,,,,,,,Information Visualization,2,,,,,,,,University of North Carolina at Chapel Hill,1,,,,,,,,,,,,,,Ministerstwo Edukacji i Nauki,1,,,,,,,,Houcemeddine Turki,1,,,,,,,,American Chemical Society,1,,,,,,,,,,,Semantic Web,5,,Russell McKenna,2,,,,,,,,Human Resource Analytics and Big Data,2,,University of Sydney,3,,,,
,,,Cluster Computing,2,,,,,,,,Journal of Civil Engineering and Management,2,,,,,,,,Leibniz University Hannover,1,,,,,,,,,,,,,,Universidad de Murcia,1,,,,,,,,Xieling Chen,1,,,,,,,,Lectito Journals,1,,,,,,,,,,,Social Science Research,5,,Min Song,2,,,,,,,,Innovations in Education Technology and Research,2,,Pennsylvania State University,3,,,,
,,,Multimedia Tools and Applications,2,,,,,,,,Technovation,2,,,,,,,,Tokyo Institute of Technology,1,,,,,,,,,,,,,,Institut Universitaire de France,1,,,,,,,,Hans W. Ittmann,1,,,,,,,,IOP Publishing,1,,,,,,,,,,,Sustainability,5,,Zhuanlan Sun,2,,,,,,,,E-Learning in Higher Education,2,,United States Department of Energy,3,,,,
,,,International Journal on Digital Libraries,2,,,,,,,,Computer Science Review,2,,,,,,,,Zhejiang Chinese Medical University,1,,,,,,,,,,,,,,Natural Science Foundation of Beijing Municipality,1,,,,,,,,Oluwafemi Samson Balogun,1,,,,,,,,"PeerJ, Inc.",1,,,,,,,,,,,Theme (computing),5,,Vítor Santos,2,,,,,,,,Constitutional Reform and Legal Modernization in Russia,2,,Université Toulouse III - Paul Sabatier,3,,,,
,,,Frontiers in Aging Neuroscience,2,,,,,,,,Applied Intelligence,2,,,,,,,,Tulane University,1,,,,,,,,,,,,,,Jyväskylän Yliopisto,1,,,,,,,,Sara Shirowzhan,1,,,,,,,,Firenze University Press,1,,,,,,,,,,,Battery Technology,4,,Yogesh K. Dwivedi,2,,,,,,,,Soil Carbon Dynamics and Nutrient Cycling in Ecosystems,1,,Consejo Superior de Investigaciones Científicas,3,,,,
,,,Procedia Computer Science,2,,,,,,,,Information Fusion,2,,,,,,,,Balıkesir University,1,,,,,,,,,,,,,,Natural Science Foundation of Chongqing,1,,,,,,,,Daniel Witschard,1,,,,,,,,American Physical Society,1,,,,,,,,,,,Benchmark (surveying),4,,Luca Leuzzi,2,,,,,,,,Diagnosis and Management of Alzheimer's Disease,1,,University of Salento,3,,,,
,,,Security and Communication Networks,2,,,,,,,,Engineering Applications of Artificial Intelligence,2,,,,,,,,Çanakkale Onsekiz Mart Üniversitesi,1,,,,,,,,,,,,,,Universiti Teknologi Malaysia,1,,,,,,,,Ali Akar,1,,,,,,,,Annual Reviews,1,,,,,,,,,,,Chatbot,4,,Christian Herzog,2,,,,,,,,Electrocatalysis for Energy Conversion,1,,Federation University,3,,,,
,,,Safety Science,2,,,,,,,,Frontiers in Psychology,2,,,,,,,,University of Rome Tor Vergata,1,,,,,,,,,,,,,,Fundação de Apoio à Pesquisa do Distrito Federal,1,,,,,,,,Gopaiah Talari,1,,,,,,,,University of Jyväskylä,1,,,,,,,,,,,Community Structure,4,,Lorenzo Porcaro,2,,,,,,,,Deep Learning in Computer Vision and Image Recognition,1,,Max Planck Society,3,,,,
,,,Discrete Dynamics in Nature and Society,2,,,,,,,,Frontiers in Neurology,2,,,,,,,,Meharry Medical College,1,,,,,,,,,,,,,,Vedecká Grantová Agentúra MŠVVaŠ SR a SAV,1,,,,,,,,Yu Hu,1,,,,,,,,Royal Society of Chemistry,1,,,,,,,,,,,Competitive Intelligence,4,,Julien Siebert,2,,,,,,,,Tuberculosis,1,,University of Ljubljana,3,,,,
,,,Frontiers in Pharmacology,2,,,,,,,,Journal of Documentation,1,,,,,,,,Australian National University,1,,,,,,,,,,,,,,Bundesministerium für Bildung und Frauen,1,,,,,,,,Anton Petushkov,1,,,,,,,,Brill,1,,,,,,,,,,,Content Analysis,4,,Gerd Stumme,2,,,,,,,,Robotic Control and Stabilization Techniques,1,,Universität Hamburg,3,,,,
,,,The International Journal of Digital Accounting Research,2,,,,,,,,Economic Research-Ekonomska Istraživanja,1,,,,,,,,National Institute of Technology Karnataka,1,,,,,,,,,,,,,,Natural Science Foundation of Tianjin City,1,,,,,,,,Mohamed M. Mostafa,1,,,,,,,,"International Academy of Technology, Education and Development",1,,,,,,,,,,,Dynamic Safety Analysis,4,,Mohamed Osmani,2,,,,,,,,Tourism and its Impact on Communities,1,,Queensland University of Technology,3,,,,
,,,Mobile Information Systems,2,,,,,,,,Amfiteatru Economic,1,,,,,,,,Roma Tre University,1,,,,,,,,,,,,,,Natural Science Foundation of Shandong Province,1,,,,,,,,Nicole Rose I. Alberto,1,,,,,,,,ComSIS Consortium,1,,,,,,,,,,,Dynamics,4,,Bruno Damásio,2,,,,,,,,Face Recognition and Dimensionality Reduction Techniques,1,,University of Sussex,3,,,,
,,,Automation in Construction,2,,,,,,,,Psychology and Marketing,1,,,,,,,,Shandong University of Technology,1,,,,,,,,,,,,,,Guangdong Science and Technology Department,1,,,,,,,,Maya Daneva,1,,,,,,,,European Alliance for Innovation,1,,,,,,,,,,,Enabling,4,,Barbara Alicja Jereczek‐Fossa,2,,,,,,,,Entrepreneurship and Business Innovation,1,,Aston University,3,,,,
,,,Materials,2,,,,,,,,European Journal of Operational Research,1,,,,,,,,Papua New Guinea University of Technology,1,,,,,,,,,,,,,,National Research University Higher School of Economics,1,,,,,,,,Aurelio F. Bariviera,1,,,,,,,,Pablo de Olavide University,1,,,,,,,,,,,Energy Efficiency,4,,Wei Lu,2,,,,,,,,Nanoparticle-Based Drug Delivery Systems,1,,University of South Australia,3,,,,
,,,Symmetry,2,,,,,,,,Therapeutic Innovation & Regulatory Science,1,,,,,,,,Higher Colleges of Technology,1,,,,,,,,,,,,,,King Khalid University,1,,,,,,,,Francesco Poggi,1,,,,,,,,AME Publishing Company,1,,,,,,,,,,,Heuristics,4,,R. Muhammad Atif Azad,2,,,,,,,,User Acceptance of Information Technology,1,,University of Cagliari,3,,,,
,,,Entropy,2,,,,,,,,IEEE Transactions on Affective Computing,1,,,,,,,,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,1,,,,,,,,,,,,,,Silesian University of Technology,1,,,,,,,,H. Tokashiki,1,,,,,,,,ARMG Publishing,1,,,,,,,,,,,HR Analytics,4,,Paula Espírito Santo,2,,,,,,,,Osteoporosis,1,,Nanyang Technological University,3,,,,
,,,Scientific Reports,2,,,,,,,,IEEE Computer Graphics and Applications,1,,,,,,,,Leiden University,1,,,,,,,,,,,,,,Julius-Maximilians-Universität Würzburg,1,,,,,,,,Nian Ding,1,,,,,,,,IMR Press,1,,,,,,,,,,,Information Seeking Behavior,4,,Cheongil Kim,2,,,,,,,,Financial Reporting and Earnings Management,1,,University of Southern Denmark,3,,,,
,,,Complexity,2,,,,,,,,BMC Medical Informatics and Decision Making,1,,,,,,,,Marche Polytechnic University,1,,,,,,,,,,,,,,Education University of Hong Kong,1,,,,,,,,Chunqi Hu,1,,,,,,,,,,,,,,,,,,,,Internet of Things,4,,Konstantina Ragazou,2,,,,,,,,Cloud Computing and Big Data Technologies,1,,Universidade de São Paulo,3,,,,
,,,International Journal of Advanced Computer Science and Applications,2,,,,,,,,Applied Energy,1,,,,,,,,Universitat Autònoma de Barcelona,1,,,,,,,,,,,,,,Priority Academic Program Development of Jiangsu Higher Education Institutions,1,,,,,,,,Shubham Sharma,1,,,,,,,,,,,,,,,,,,,,IoT Security,4,,Isabelle Hupont,2,,,,,,,,Heat Transfer Enhancement in Nanofluids,1,,Simon Fraser University,3,,,,
,,,Frontiers in Plant Science,2,,,,,,,,Empirical Software Engineering,1,,,,,,,,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,1,,,,,,,,,,,,,,Ministry of the Interior and Safety,1,,,,,,,,Vanessa Campanacho,1,,,,,,,,,,,,,,,,,,,,Knowledge Representation,4,,Ngai‐Man Cheung,2,,,,,,,,Osteoarthritis and Cartilage Repair,1,,Shanghai Jiao Tong University,3,,,,
,,,SoftwareX,2,,,,,,,,Nutrients,1,,,,,,,,University of North Texas,1,,,,,,,,,,,,,,National Office for Philosophy and Social Sciences,1,,,,,,,,Daniel Cabrera,1,,,,,,,,,,,,,,,,,,,,Obesity-associated Microbiome,4,,Weiguo Dong,2,,,,,,,,Autism Spectrum Disorders,1,,University of Oslo,3,,,,
,,,Frontiers in Cellular and Infection Microbiology,2,,,,,,,,Journal of Shanghai Jiaotong University (Science),1,,,,,,,,Pohang University of Science and Technology,1,,,,,,,,,,,,,,Universität Kassel,1,,,,,,,,Cătălina Radu,1,,,,,,,,,,,,,,,,,,,,Online Credibility,4,,Xiaoqiang Cheng,2,,,,,,,,Remote Sensing in Vegetation Monitoring and Phenology,1,,Utrecht University,3,,,,
,,,Frontiers in Medicine,2,,,,,,,,Human Resource Management Journal,1,,,,,,,,Ben-Gurion University of the Negev,1,,,,,,,,,,,,,,Junta de Castilla y León,1,,,,,,,,Camelia Delcea,1,,,,,,,,,,,,,,,,,,,,Organizational Resilience,4,,Jintao Hu,2,,,,,,,,Corporate Social Responsibility and Financial Performance,1,,Tilburg University,3,,,,
,,,Frontiers in Endocrinology,2,,,,,,,,Technological and Economic Development of Economy,1,,,,,,,,Peoples' Friendship University of Russia,1,,,,,,,,,,,,,,Narodowa Agencja Wymiany Akademickiej,1,,,,,,,,Hong‐Wen Deng,1,,,,,,,,,,,,,,,,,,,,Probabilistic Forecasting,4,,Daniel Hook,2,,,,,,,,Sustainability Transitions and Resilience in Social-Ecological Systems,1,,Yonsei University,3,,,,
,,,Publications,2,,,,,,,,Energy & Environmental Science,1,,,,,,,,Jagiellonian University,1,,,,,,,,,,,,,,Lingnan University,1,,,,,,,,Sunday Adewale Olaleye,1,,,,,,,,,,,,,,,,,,,,Representation Learning,4,,Cinzia Daraio,2,,,,,,,,Building Energy Efficiency and Thermal Comfort Optimization,1,,University of Aberdeen,3,,,,
,,,Land,2,,,,,,,,Journal of Business and Industrial Marketing,1,,,,,,,,Gachon University,1,,,,,,,,,,,,,,Universidad de Extremadura,1,,,,,,,,Hui Cao,1,,,,,,,,,,,,,,,,,,,,Research Methodology,4,,Alexandre Delanoë,2,,,,,,,,Management of Hypertension and Cardiovascular Risk Factors,1,,University of Washington,3,,,,
,,,International Journal of Interactive Multimedia and Artificial Intelligence,2,,,,,,,,Computer Standards & Interfaces,1,,,,,,,,Universidade Tecnológica Federal do Paraná,1,,,,,,,,,,,,,,University of Zululand,1,,,,,,,,Mokhaled N. A. Al-Hamadani,1,,,,,,,,,,,,,,,,,,,,Sample (material),4,,Wirapong Chansanam,2,,,,,,,,Consumer Behavior in Brand Consumption and Identification,1,,Université Paris Cité,3,,,,
,,,JMIR mhealth and uhealth,2,,,,,,,,Engineering Construction & Architectural Management,1,,,,,,,,Organisation de Coopération et de Développement Economiques,1,,,,,,,,,,,,,,Natural Science Foundation of Tibet Autonomous Region,1,,,,,,,,Zhongzhu Ai,1,,,,,,,,,,,,,,,,,,,,Scientific Data Management,4,,Murtuza Shahzad,2,,,,,,,,Global Challenge of Antibiotic Resistance in Bacteria,1,,Kyoto University,3,,,,
,,,Informatics in Education,2,,,,,,,,Telecommunications Policy,1,,,,,,,,University of South Wales,1,,,,,,,,,,,,,,RUDN University,1,,,,,,,,Ivan Savin,1,,,,,,,,,,,,,,,,,,,,Semantic Similarity,4,,Jann Michael Weinand,2,,,,,,,,"Customer Relationships, Behavior, and Loyalty",1,,University of Bristol,3,,,,
,,,Journal of Data and Information Science,2,,,,,,,,Asian Pacific Journal of Cancer Prevention,1,,,,,,,,Tufts Medical Center,1,,,,,,,,,,,,,,Ministerio de Educación y Formación Profesional,1,,,,,,,,Jaume Segura-García,1,,,,,,,,,,,,,,,,,,,,Short-Term Forecasting,4,,David Fernández-Amorós,2,,,,,,,,Cancer Immunotherapy,1,,Beijing University of Technology,3,,,,
,,,International Journal of Financial Studies,2,,,,,,,,Software Practice and Experience,1,,,,,,,,Northeastern University,1,,,,,,,,,,,,,,Universidad de Almería,1,,,,,,,,Nazlı Ruya TAŞKIN BEDİZEL,1,,,,,,,,,,,,,,,,,,,,Social Distancing,4,,Olha Anatoliivna Kramarenko,2,,,,,,,,Transformative Potential of Blended Learning in Education,1,,University of Warwick,3,,,,
,,,Journal of King Saud University - Computer and Information Sciences,2,,,,,,,,Research in Engineering Design,1,,,,,,,,École Supérieure de Commerce de Toulouse,1,,,,,,,,,,,,,,Sixth Framework Programme,1,,,,,,,,Yi Zeng,1,,,,,,,,,,,,,,,,,,,,Social Influence,4,,Xuewen Tao,2,,,,,,,,Emotion Regulation and Psychopathology in Children and Adolescents,1,,"Laboratoire d'Automatique, de Mécanique et d'Informatique Industrielles et Humaines",3,,,,
,,,The Journal of Supercomputing,2,,,,,,,,Computers & Security,1,,,,,,,,Commonwealth Scientific and Industrial Research Organisation,1,,,,,,,,,,,,,,Qatar National Library,1,,,,,,,,Maxime Rivest,1,,,,,,,,,,,,,,,,,,,,Social network (sociolinguistics),4,,Samad M. E. Sepasgozar,2,,,,,,,,Advanced Monitoring of Machining Operations,1,,ARMINES,3,,,,
,,,Future Internet,2,,,,,,,,Journal of Economic Literature,1,,,,,,,,Centre National de la Recherche Scientifique,1,,,,,,,,,,,,,,Social Sciences and Humanities Research Council of Canada,1,,,,,,,,Juan Ignacio Vidal,1,,,,,,,,,,,,,,,,,,,,Supply Chain Resilience,4,,Tom Hanika,2,,,,,,,,Health Effects of Air Pollution,1,,CNRS Ingénierie,3,,,,
,,,Social Sciences,2,,,,,,,,Journal of Pain Research,1,,,,,,,,University of Sydney,1,,,,,,,,,,,,,,Science and Technology Facilities Council,1,,,,,,,,Mariana-Daniela González-Zamar,1,,,,,,,,,,,,,,,,,,,,Sustainability science,4,,Hamed Alhoori,2,,,,,,,,Mechanisms and Management of Neuropathic Pain,1,,Sun Yat-sen Memorial Hospital,3,,,,
,,,Internet of Things,2,,,,,,,,Expert Systems with Applications,1,,,,,,,,National Renewable Energy Laboratory,1,,,,,,,,,,,,,,Japan Science and Technology Agency,1,,,,,,,,David Chavalarias,1,,,,,,,,,,,,,,,,,,,,Sustainable Supply Chain Management,4,,Quentin Lobbé,2,,,,,,,,Fiber Optic Sensor Technology,1,,GESIS - Leibniz-Institute for the Social Sciences,3,,,,
,,,Journal of Health Sciences and Medicine,2,,,,,,,,International Journal of Software Engineering and Knowledge Engineering,1,,,,,,,,Częstochowa University of Technology,1,,,,,,,,,,,,,,"Research Center of the College of Computer and Information Sciences, King Saud University",1,,,,,,,,Sikandar Ali,1,,,,,,,,,,,,,,,,,,,,Text Mining,4,,Mohammad Iranmanesh,2,,,,,,,,Epidemiology and Management of Sepsis and Septic Shock,1,,Institute for Systems Engineering and Computers,3,,,,
,,,Machine Learning with Applications,2,,,,,,,,Creativity and Innovation Management,1,,,,,,,,Universidade Federal do Rio Grande do Sul,1,,,,,,,,,,,,,,Beijing Municipal Natural Science Foundation,1,,,,,,,,Cristian Mejía,1,,,,,,,,,,,,,,,,,,,,Tourism Research,4,,Ivan Lee,2,,,,,,,,Machine Fault Diagnosis and Prognostics,1,,Laboratoire Génie de Production,3,,,,
,,,International Journal of Online and Biomedical Engineering (iJOE),2,,,,,,,,Water,1,,,,,,,,Pontificia Universidad Católica de Valparaíso,1,,,,,,,,,,,,,,Strategic Research Council,1,,,,,,,,Célia Rafael,1,,,,,,,,,,,,,,,,,,,,Transfer Learning,4,,Roger S. McIntyre,2,,,,,,,,Global Analysis of Ecosystem Services and Land Use,1,,Search,3,,,,
,,,International Journal of Data and Network Science,2,,,,,,,,Cities,1,,,,,,,,Pennsylvania State University,1,,,,,,,,,,,,,,Guangzhou Municipal Science and Technology Project,1,,,,,,,,Zhou He,1,,,,,,,,,,,,,,,,,,,,Analytics,3,,Jagdev Bhogal,2,,,,,,,,Transformation of Medical Education and Professionalism,1,,L3S Research Center,3,,,,
